record_id,entity_type,canonical_entity_name,disease_scope,source_system,source_record_id,source_url,record_title,evidence_role,intervention_or_assay_type,biomarker_family,model_system_or_population,result_direction,off_patent_status,sponsor_type,phase_or_study_design,year,extraction_method,provenance_note
pmc_open_access_subset:PMC13053539,publication,Neuroinflammatory stress preferentially impacts synaptic MAPK signaling and mitochondria in excitatory neurons.,related_neurodegeneration,pmc_open_access_subset,PMC13053539,https://pmc.ncbi.nlm.nih.gov/articles/PMC13053539/,Neuroinflammatory stress preferentially impacts synaptic MAPK signaling and mitochondria in excitatory neurons.,publication_record,not_specified,not_specified,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953673; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13053795,publication,Investigating the Neuroprotective Effects of Peripheral Nerve Microcurrent Stimulation in a Mouse Model of Parkinson's Disease.,related_neurodegeneration,pmc_open_access_subset,PMC13053795,https://pmc.ncbi.nlm.nih.gov/articles/PMC13053795/,Investigating the Neuroprotective Effects of Peripheral Nerve Microcurrent Stimulation in a Mouse Model of Parkinson's Disease.,publication_record,device_or_stimulation,not_specified,preclinical_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953799; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13053928,publication,Decentralizing dementia research to the US-Mexico border: the Rio Grande Valley AD-RCMAR as a model for translational equity.,dementia_general,pmc_open_access_subset,PMC13053928,https://pmc.ncbi.nlm.nih.gov/articles/PMC13053928/,Decentralizing dementia research to the US-Mexico border: the Rio Grande Valley AD-RCMAR as a model for translational equity.,publication_record,not_specified,not_specified,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953574; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13053929,publication,EEG recordings during visuo-attentive task reduce sex bias in Alzheimer's disease diagnosis.,alzheimers_disease,pmc_open_access_subset,PMC13053929,https://pmc.ncbi.nlm.nih.gov/articles/PMC13053929/,EEG recordings during visuo-attentive task reduce sex bias in Alzheimer's disease diagnosis.,publication_record,biomarker_or_assay,molecular_imaging,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953573; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13053946,publication,The primary care brain health navigator: A perspective on implementation.,related_neurodegeneration,pmc_open_access_subset,PMC13053946,https://pmc.ncbi.nlm.nih.gov/articles/PMC13053946/,The primary care brain health navigator: A perspective on implementation.,publication_record,not_specified,not_specified,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953934; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13055893,publication,Real-World Multimodal Day-Care Intervention for Mild Cognitive Impairment with Lewy Bodies: A Prospective 3-Year Comparative Cognitive Trajectory Study.,mild_cognitive_impairment,pmc_open_access_subset,PMC13055893,https://pmc.ncbi.nlm.nih.gov/articles/PMC13055893/,Real-World Multimodal Day-Care Intervention for Mild Cognitive Impairment with Lewy Bodies: A Prospective 3-Year Comparative Cognitive Trajectory Study.,publication_record,not_specified,not_specified,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953385; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13055913,publication,Redefining the role of the thiol-based agent N-acetylcysteine in human health and disease and elucidating potential advantages of its amide derivative.,related_neurodegeneration,pmc_open_access_subset,PMC13055913,https://pmc.ncbi.nlm.nih.gov/articles/PMC13055913/,Redefining the role of the thiol-based agent N-acetylcysteine in human health and disease and elucidating potential advantages of its amide derivative.,publication_record,not_specified,not_specified,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41953516; seed_filter=pubmed pmc open access[filter]
pmc_open_access_subset:PMC13063120,publication,TOMM40 suppression promotes neuronal cholesterol imbalance and molecular and behavioral phenotypes of Alzheimer's disease.,alzheimers_disease,pmc_open_access_subset,PMC13063120,https://pmc.ncbi.nlm.nih.gov/articles/PMC13063120/,TOMM40 suppression promotes neuronal cholesterol imbalance and molecular and behavioral phenotypes of Alzheimer's disease.,publication_record,not_specified,not_specified,human_open_access_publication_record,neutral_or_descriptive,unknown,unknown,open_access_full_text_record,2026,api_structured,PMC ID Converter + PubMed summary match; pmid=41954048; seed_filter=pubmed pmc open access[filter]
pubmed:25495510,publication,Safety and clinical effects of EVP-6124 in subjects with Alzheimer's disease currently or previously receiving an acetylcholinesterase inhibitor medication.,alzheimers_disease,pubmed,25495510,https://pubmed.ncbi.nlm.nih.gov/25495510/,Safety and clinical effects of EVP-6124 in subjects with Alzheimer's disease currently or previously receiving an acetylcholinesterase inhibitor medication.,publication_record,small_molecule,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2015,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2015 Jan
pubmed:26721364,publication,Therapeutic strategies for Alzheimer's disease in clinical trials.,alzheimers_disease,pubmed,26721364,https://pubmed.ncbi.nlm.nih.gov/26721364/,Therapeutic strategies for Alzheimer's disease in clinical trials.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2016,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2016 Feb
pubmed:28974110,publication,Acetylcholinesterase Inhibitors: Beneficial Effects on Comorbidities in Patients With Alzheimer's Disease.,alzheimers_disease,pubmed,28974110,https://pubmed.ncbi.nlm.nih.gov/28974110/,Acetylcholinesterase Inhibitors: Beneficial Effects on Comorbidities in Patients With Alzheimer's Disease.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2018,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2018 Mar
pubmed:31403948,publication,"A Clinical Trial of Transcranial Electromagnetic Treatment in Alzheimer's Disease: Cognitive Enhancement and Associated Changes in Cerebrospinal Fluid, Blood, and Brain Imaging.",alzheimers_disease,pubmed,31403948,https://pubmed.ncbi.nlm.nih.gov/31403948/,"A Clinical Trial of Transcranial Electromagnetic Treatment in Alzheimer's Disease: Cognitive Enhancement and Associated Changes in Cerebrospinal Fluid, Blood, and Brain Imaging.",publication_record,biomarker_or_assay,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2019,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2019
pubmed:32087291,publication,"Systematic validation of variants of unknown significance in APP, PSEN1 and PSEN2.",related_neurodegeneration,pubmed,32087291,https://pubmed.ncbi.nlm.nih.gov/32087291/,"Systematic validation of variants of unknown significance in APP, PSEN1 and PSEN2.",publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2020,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2020 Jun
pubmed:32223601,publication,One-Year Evaluation of a Targeted Medication Therapy Management Intervention for Older Adults.,related_neurodegeneration,pubmed,32223601,https://pubmed.ncbi.nlm.nih.gov/32223601/,One-Year Evaluation of a Targeted Medication Therapy Management Intervention for Older Adults.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2020,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2020 Apr
pubmed:32250301,publication,Increased Cerebrospinal Fluid Amyloid-β During Sleep Deprivation in Healthy Middle-Aged Adults Is Not Due to Stress or Circadian Disruption.,related_neurodegeneration,pubmed,32250301,https://pubmed.ncbi.nlm.nih.gov/32250301/,Increased Cerebrospinal Fluid Amyloid-β During Sleep Deprivation in Healthy Middle-Aged Adults Is Not Due to Stress or Circadian Disruption.,publication_record,behavioral_or_lifestyle,amyloid,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2020,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2020
pubmed:32388831,publication,Ioflupane 123I (DAT scan) SPECT identifies dopamine receptor dysfunction early in the disease course in progressive apraxia of speech.,related_neurodegeneration,pubmed,32388831,https://pubmed.ncbi.nlm.nih.gov/32388831/,Ioflupane 123I (DAT scan) SPECT identifies dopamine receptor dysfunction early in the disease course in progressive apraxia of speech.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2020,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2020 Sep
pubmed:33710456,publication,Diffusion tensor imaging analysis in three progressive supranuclear palsy variants.,related_neurodegeneration,pubmed,33710456,https://pubmed.ncbi.nlm.nih.gov/33710456/,Diffusion tensor imaging analysis in three progressive supranuclear palsy variants.,publication_record,biomarker_or_assay,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2021,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2021 Sep
pubmed:33928929,publication,Update on neuroimaging in Alzheimer's disease.,alzheimers_disease,pubmed,33928929,https://pubmed.ncbi.nlm.nih.gov/33928929/,Update on neuroimaging in Alzheimer's disease.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2021,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2021 Aug 1
pubmed:34942867,publication,The Role of the Human Brain Neuron-Glia-Synapse Composition in Forming Resting-State Functional Connectivity Networks.,related_neurodegeneration,pubmed,34942867,https://pubmed.ncbi.nlm.nih.gov/34942867/,The Role of the Human Brain Neuron-Glia-Synapse Composition in Forming Resting-State Functional Connectivity Networks.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2021,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2021 Nov 27
pubmed:35921079,publication,A donepezil patch (Adlarity) for Alzheimer's disease.,alzheimers_disease,pubmed,35921079,https://pubmed.ncbi.nlm.nih.gov/35921079/,A donepezil patch (Adlarity) for Alzheimer's disease.,publication_record,small_molecule,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2022,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2022 Aug 8
pubmed:36005647,publication,Transcranial Electromagnetic Treatment Stops Alzheimer's Disease Cognitive Decline over a 2½-Year Period: A Pilot Study.,alzheimers_disease,pubmed,36005647,https://pubmed.ncbi.nlm.nih.gov/36005647/,Transcranial Electromagnetic Treatment Stops Alzheimer's Disease Cognitive Decline over a 2½-Year Period: A Pilot Study.,publication_record,device_or_stimulation,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2022,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2022 Aug 3
pubmed:36094730,publication,Microscopic theory of spin-spin and spin-lattice relaxation of bound protons in cellular and myelin membranes-A lateral diffusion model (LDM).,related_neurodegeneration,pubmed,36094730,https://pubmed.ncbi.nlm.nih.gov/36094730/,Microscopic theory of spin-spin and spin-lattice relaxation of bound protons in cellular and myelin membranes-A lateral diffusion model (LDM).,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2023,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2023 Jan
pubmed:36178006,publication,Evaluating brain damage in multiple sclerosis with simultaneous multi-angular-relaxometry of tissue.,related_neurodegeneration,pubmed,36178006,https://pubmed.ncbi.nlm.nih.gov/36178006/,Evaluating brain damage in multiple sclerosis with simultaneous multi-angular-relaxometry of tissue.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2022,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2022 Oct
pubmed:36438603,publication,The effect of combination pretreatment of donepezil and environmental enrichment on memory deficits in amyloid-beta-induced Alzheimer-like rat model.,alzheimers_disease,pubmed,36438603,https://pubmed.ncbi.nlm.nih.gov/36438603/,The effect of combination pretreatment of donepezil and environmental enrichment on memory deficits in amyloid-beta-induced Alzheimer-like rat model.,publication_record,small_molecule,amyloid,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2022,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2022 Dec
pubmed:37017737,publication,Longitudinal head-to-head comparison of (11)C-PiB and (18)F-florbetapir PET in a Phase 2/3 clinical trial of anti-amyloid-β monoclonal antibodies in dominantly inherited Alzheimer's disease.,alzheimers_disease,pubmed,37017737,https://pubmed.ncbi.nlm.nih.gov/37017737/,Longitudinal head-to-head comparison of (11)C-PiB and (18)F-florbetapir PET in a Phase 2/3 clinical trial of anti-amyloid-β monoclonal antibodies in dominantly inherited Alzheimer's disease.,publication_record,monoclonal_antibody,amyloid,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2023,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2023 Jul
pubmed:37651273,publication,Amyloid-related Imaging Abnormalities in Alzheimer Disease Treated with Anti-Amyloid-β Therapy.,alzheimers_disease,pubmed,37651273,https://pubmed.ncbi.nlm.nih.gov/37651273/,Amyloid-related Imaging Abnormalities in Alzheimer Disease Treated with Anti-Amyloid-β Therapy.,publication_record,biomarker_or_assay,amyloid,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2023,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2023 Sep
pubmed:38133208,publication,Age and 17β-Estradiol (E(2)) Facilitate Nuclear Export and Argonaute Loading of microRNAs in the Female Brain.,related_neurodegeneration,pubmed,38133208,https://pubmed.ncbi.nlm.nih.gov/38133208/,Age and 17β-Estradiol (E(2)) Facilitate Nuclear Export and Argonaute Loading of microRNAs in the Female Brain.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2023,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2023 Dec 6
pubmed:39202080,publication,"DiADEM-Dance against Dementia-Effect of a Six-Month Dance Intervention on Physical Fitness in Older Adults with Mild Cognitive Impairment: A Randomized, Controlled Trial.",mild_cognitive_impairment,pubmed,39202080,https://pubmed.ncbi.nlm.nih.gov/39202080/,"DiADEM-Dance against Dementia-Effect of a Six-Month Dance Intervention on Physical Fitness in Older Adults with Mild Cognitive Impairment: A Randomized, Controlled Trial.",publication_record,behavioral_or_lifestyle,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2024,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2024 Aug 22
pubmed:39716825,publication,Impacts of adapted dance on mood and physical function among persons living with Alzheimer's disease.,alzheimers_disease,pubmed,39716825,https://pubmed.ncbi.nlm.nih.gov/39716825/,Impacts of adapted dance on mood and physical function among persons living with Alzheimer's disease.,publication_record,behavioral_or_lifestyle,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2025,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2025 Jun
pubmed:39930140,publication,Longitudinal analysis of a dominantly inherited Alzheimer disease mutation carrier protected from dementia.,alzheimers_disease,pubmed,39930140,https://pubmed.ncbi.nlm.nih.gov/39930140/,Longitudinal analysis of a dominantly inherited Alzheimer disease mutation carrier protected from dementia.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2025,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2025 Apr
pubmed:40475329,publication,Gelsolin Facilitates Estrogen Receptor Beta Nuclear Translocation and Transcriptional Repression of Genes Associated with Alzheimer Disease.,alzheimers_disease,pubmed,40475329,https://pubmed.ncbi.nlm.nih.gov/40475329/,Gelsolin Facilitates Estrogen Receptor Beta Nuclear Translocation and Transcriptional Repression of Genes Associated with Alzheimer Disease.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2025,api_structured,PubMed metadata record assembled from nih_grant_publication_link; pubdate=2025 Jun
pubmed:41809190,publication,"Six-month randomized, double-blind trial of transcranial direct current stimulation in mild Alzheimer's dementia: domain-specific cognitive and neuropsychiatric signals.",alzheimers_disease,pubmed,41809190,https://pubmed.ncbi.nlm.nih.gov/41809190/,"Six-month randomized, double-blind trial of transcranial direct current stimulation in mild Alzheimer's dementia: domain-specific cognitive and neuropsychiatric signals.",publication_record,device_or_stimulation,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2026
pubmed:41870257,publication,Meta-analysis of the efficacy of interventions for persons living with Alzheimer's disease: The role of music therapy.,alzheimers_disease,pubmed,41870257,https://pubmed.ncbi.nlm.nih.gov/41870257/,Meta-analysis of the efficacy of interventions for persons living with Alzheimer's disease: The role of music therapy.,publication_record,behavioral_or_lifestyle,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2026 Mar 23
pubmed:41944428,publication,Music therapy interest in patients with Alzheimer's disease and Alzheimer's disease related dementia: A survey study.,alzheimers_disease,pubmed,41944428,https://pubmed.ncbi.nlm.nih.gov/41944428/,Music therapy interest in patients with Alzheimer's disease and Alzheimer's disease related dementia: A survey study.,publication_record,behavioral_or_lifestyle,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from targeted_intervention_query; pubdate=2026 Apr 7
pubmed:41950067,publication,A perspective: PLA2G4A as drug target for vascular inflammation in Alzheimer's disease.,alzheimers_disease,pubmed,41950067,https://pubmed.ncbi.nlm.nih.gov/41950067/,A perspective: PLA2G4A as drug target for vascular inflammation in Alzheimer's disease.,publication_record,not_specified,inflammation,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 Apr
pubmed:41950270,publication,White matter microstructure disruption associated with PET and cognitive impairment in Alzheimer's disease.,alzheimers_disease,pubmed,41950270,https://pubmed.ncbi.nlm.nih.gov/41950270/,White matter microstructure disruption associated with PET and cognitive impairment in Alzheimer's disease.,publication_record,biomarker_or_assay,molecular_imaging,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026
pubmed:41950435,publication,Plant-Based Dietary Patterns and Risk of Alzheimer Disease and Related Dementias in the Multiethnic Cohort Study.,alzheimers_disease,pubmed,41950435,https://pubmed.ncbi.nlm.nih.gov/41950435/,Plant-Based Dietary Patterns and Risk of Alzheimer Disease and Related Dementias in the Multiethnic Cohort Study.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 May 12
pubmed:41950468,publication,Effect of Cognitive Reserve on Age at Symptom Onset and Cognitive Decline in Individuals With Dominantly Inherited Alzheimer Disease.,alzheimers_disease,pubmed,41950468,https://pubmed.ncbi.nlm.nih.gov/41950468/,Effect of Cognitive Reserve on Age at Symptom Onset and Cognitive Decline in Individuals With Dominantly Inherited Alzheimer Disease.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 Apr 28
pubmed:41951832,publication,Single nucleotide polymorphisms affecting galantamine binding to acetylcholinesterase in Alzheimer's disease: a structural bioinformatics study.,alzheimers_disease,pubmed,41951832,https://pubmed.ncbi.nlm.nih.gov/41951832/,Single nucleotide polymorphisms affecting galantamine binding to acetylcholinesterase in Alzheimer's disease: a structural bioinformatics study.,publication_record,small_molecule,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,"PubMed metadata record assembled from seed_query, targeted_intervention_query; pubdate=2026 Apr 9"
pubmed:41953054,publication,tDCS improves early Alzheimer's disease by synaptic vesicle fusion and release.,alzheimers_disease,pubmed,41953054,https://pubmed.ncbi.nlm.nih.gov/41953054/,tDCS improves early Alzheimer's disease by synaptic vesicle fusion and release.,publication_record,device_or_stimulation,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,"PubMed metadata record assembled from seed_query, targeted_intervention_query; pubdate=2026 Dec"
pubmed:41953385,publication,Real-World Multimodal Day-Care Intervention for Mild Cognitive Impairment with Lewy Bodies: A Prospective 3-Year Comparative Cognitive Trajectory Study.,mild_cognitive_impairment,pubmed,41953385,https://pubmed.ncbi.nlm.nih.gov/41953385/,Real-World Multimodal Day-Care Intervention for Mild Cognitive Impairment with Lewy Bodies: A Prospective 3-Year Comparative Cognitive Trajectory Study.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026 Jan-Dec
pubmed:41953516,publication,Redefining the role of the thiol-based agent N-acetylcysteine in human health and disease and elucidating potential advantages of its amide derivative.,related_neurodegeneration,pubmed,41953516,https://pubmed.ncbi.nlm.nih.gov/41953516/,Redefining the role of the thiol-based agent N-acetylcysteine in human health and disease and elucidating potential advantages of its amide derivative.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026 Apr 1
pubmed:41953573,publication,EEG recordings during visuo-attentive task reduce sex bias in Alzheimer's disease diagnosis.,alzheimers_disease,pubmed,41953573,https://pubmed.ncbi.nlm.nih.gov/41953573/,EEG recordings during visuo-attentive task reduce sex bias in Alzheimer's disease diagnosis.,publication_record,biomarker_or_assay,molecular_imaging,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026 Apr-Jun
pubmed:41953574,publication,Decentralizing dementia research to the US-Mexico border: the Rio Grande Valley AD-RCMAR as a model for translational equity.,dementia_general,pubmed,41953574,https://pubmed.ncbi.nlm.nih.gov/41953574/,Decentralizing dementia research to the US-Mexico border: the Rio Grande Valley AD-RCMAR as a model for translational equity.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026 Apr-Jun
pubmed:41953673,publication,Neuroinflammatory stress preferentially impacts synaptic MAPK signaling and mitochondria in excitatory neurons.,related_neurodegeneration,pubmed,41953673,https://pubmed.ncbi.nlm.nih.gov/41953673/,Neuroinflammatory stress preferentially impacts synaptic MAPK signaling and mitochondria in excitatory neurons.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026
pubmed:41953799,publication,Investigating the Neuroprotective Effects of Peripheral Nerve Microcurrent Stimulation in a Mouse Model of Parkinson's Disease.,related_neurodegeneration,pubmed,41953799,https://pubmed.ncbi.nlm.nih.gov/41953799/,Investigating the Neuroprotective Effects of Peripheral Nerve Microcurrent Stimulation in a Mouse Model of Parkinson's Disease.,publication_record,device_or_stimulation,not_specified,preclinical_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026 Mar
pubmed:41953934,publication,The primary care brain health navigator: A perspective on implementation.,related_neurodegeneration,pubmed,41953934,https://pubmed.ncbi.nlm.nih.gov/41953934/,The primary care brain health navigator: A perspective on implementation.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from pmc_linked_pmid; pubdate=2026 Apr-Jun
pubmed:41954048,publication,TOMM40 suppression promotes neuronal cholesterol imbalance and molecular and behavioral phenotypes of Alzheimer's disease.,alzheimers_disease,pubmed,41954048,https://pubmed.ncbi.nlm.nih.gov/41954048/,TOMM40 suppression promotes neuronal cholesterol imbalance and molecular and behavioral phenotypes of Alzheimer's disease.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,"PubMed metadata record assembled from seed_query, pmc_linked_pmid; pubdate=2026 Apr"
pubmed:41954097,publication,Integrative genomic and functional analyses reveal NINL as a modulator of tau aggregation.,related_neurodegeneration,pubmed,41954097,https://pubmed.ncbi.nlm.nih.gov/41954097/,Integrative genomic and functional analyses reveal NINL as a modulator of tau aggregation.,publication_record,biomarker_or_assay,tau,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 Apr
pubmed:41954172,publication,Fruit-Derived Citri Reticulatae Semen Extract Attenuates Alzheimer's Disease Neuroinflammation and Cognitive Impairment via Modulation of the PI3K/Akt/FoxO1 Pathway.,alzheimers_disease,pubmed,41954172,https://pubmed.ncbi.nlm.nih.gov/41954172/,Fruit-Derived Citri Reticulatae Semen Extract Attenuates Alzheimer's Disease Neuroinflammation and Cognitive Impairment via Modulation of the PI3K/Akt/FoxO1 Pathway.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 Apr
pubmed:41954517,publication,RFWD2 Mitigates AD-Like Cognitive Impairments via the JNK-SGK1 Signaling Pathway in Mice.,related_neurodegeneration,pubmed,41954517,https://pubmed.ncbi.nlm.nih.gov/41954517/,RFWD2 Mitigates AD-Like Cognitive Impairments via the JNK-SGK1 Signaling Pathway in Mice.,publication_record,not_specified,not_specified,preclinical_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 Apr
pubmed:41955027,publication,Multi-marker testing based on accelerated failure time models under possible left truncation and competing risks.,related_neurodegeneration,pubmed,41955027,https://pubmed.ncbi.nlm.nih.gov/41955027/,Multi-marker testing based on accelerated failure time models under possible left truncation and competing risks.,publication_record,not_specified,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026 Mar 1
pubmed:41955600,publication,The role of the MIND diet in prevention and treatment of Alzheimer's disease: A literature review.,alzheimers_disease,pubmed,41955600,https://pubmed.ncbi.nlm.nih.gov/41955600/,The role of the MIND diet in prevention and treatment of Alzheimer's disease: A literature review.,publication_record,behavioral_or_lifestyle,not_specified,human_publication_record,neutral_or_descriptive,unknown,unknown,publication_metadata,2026,api_structured,PubMed metadata record assembled from seed_query; pubdate=2026
